ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,NbAcceptedCampaigns,HasAcceptedCampaigns,NbChildren
5524,1.4561476382271792,Graduation,Single,2.7387549489084044,0,0,2012-09-04,2.0022842276151036,12.724131550820678,4.188213434815658,6.983944070830442,5.3834372242037345,4.175297395380711,5.877461910578117,3,8,10,4,7,0,0,0,0,0,0,1,0,False,0
2174,1.1991804079518147,Graduation,Single,2.1661256079031266,1,1,2014-03-08,1.3118413905064472,3.1796438025523166,0.6856983951273795,2.007646452104237,1.1088347026875487,0.6853646593983234,2.1811924341661943,2,1,1,2,5,0,0,0,0,0,0,0,0,False,2
4141,2.141393585628208,Graduation,Together,3.3930012071792306,0,0,2013-08-21,0.8975756882412534,11.408645238567004,3.682483448328496,5.248146479367593,4.910970451878115,2.940220493339461,4.707338590106885,1,8,2,10,4,0,0,0,0,0,0,0,0,False,0
6182,3.7688527107056586,Graduation,Together,1.209736532176319,1,0,2014-02-10,0.8975756882412534,3.1796438025523166,1.5696578915126875,3.1974480969405965,2.4469529578721914,1.355396854127389,1.9900215327607205,2,2,0,4,6,0,0,0,0,0,0,0,0,False,1
5324,3.5118854804302657,PhD,Married,2.7462806016009447,1,0,2014-01-19,3.2450813344106852,8.786871641987506,3.5691259887545397,5.163119168562014,3.977665699699767,3.157381683631611,3.2663670860253715,5,5,3,6,5,0,0,0,0,0,0,0,0,False,1
7446,2.3127050724784795,Master,Together,2.951172565230101,0,1,2013-09-09,0.5523542696869251,12.053087445310808,3.5486917573165995,4.949403729556745,0.0,3.5394829140742665,3.1778803126051978,2,6,4,10,6,0,0,0,0,0,0,0,0,False,1
965,2.655328046178994,Graduation,Divorced,2.6172277960733856,0,1,2012-11-13,1.173752823084716,9.627071224377916,3.927122760124652,5.545824552965941,4.064873160341859,3.672552864471352,4.061852371433028,4,7,3,7,6,0,0,0,0,0,0,0,0,False,1
6177,3.85450845413078,PhD,Married,1.5402826194718875,1,0,2013-05-08,1.1047085393738503,6.765522517833896,2.3103063458253605,4.315675625354896,1.402597793126164,0.6853646593983234,3.837589207993211,2,4,0,4,8,0,0,0,0,0,0,0,0,False,1
4855,2.9122952764543584,PhD,Together,1.389623907827036,1,0,2013-06-06,0.6559206952532236,3.545976368799542,0.0,3.390141389092863,1.402597793126164,1.355396854127389,1.1711374928389842,1,3,0,2,9,0,0,0,0,0,0,1,0,False,1
5899,0.8565574342513003,PhD,Together,0.19022907902820752,1,1,2014-03-13,2.347505646169432,4.724040513847097,0.0,2.007646452104237,0.6972071693245943,0.6853646593983234,3.0840108361082033,1,1,0,0,20,1,0,0,0,0,0,0,1,True,2
1994,3.6831969672805087,Graduation,Married,2.4251877844185206,1,0,2013-11-15,0.37974356040976104,2.1363214373037813,1.7425488393826745,2.007646452104237,0.0,1.079147411898191,0.7215639098203996,1,1,0,2,7,0,0,0,0,0,0,0,0,False,1
387,3.08360676330463,Basic,Married,0.28014849055455776,0,0,2012-11-13,2.0368063694705367,2.35656079276382,2.711481046429615,2.5861663492404294,2.537615106184057,0.6853646593983234,3.3500888405156766,1,2,0,3,8,0,0,0,0,0,0,0,0,False,0
2125,1.6274591250774506,Graduation,Divorced,2.976419916198623,0,0,2013-11-15,2.8308156321454914,9.09528299877334,3.872216932167483,6.827006161983397,5.675557573320206,4.380708567571135,4.212126265058994,1,3,4,8,2,0,0,0,0,0,0,0,0,False,0
8180,1.0278689211015433,Master,Divorced,2.797794908096332,1,1,2013-11-15,1.8296735183379396,9.602939667961882,1.079978602270818,4.254209624064047,1.402597793126164,1.74037019391933,3.1778803126051978,3,6,1,5,6,0,0,0,0,0,0,0,0,False,2
2569,4.025819940981023,Graduation,Married,0.7570806608695354,0,0,2012-10-10,1.3118413905064472,1.5870354493289267,2.596692960586998,3.027973969102764,1.9781344812024901,0.6853646593983234,1.9900215327607205,1,1,0,3,8,0,0,0,0,0,0,0,0,False,0
2114,0.5139344605507858,PhD,Single,3.9361591211885614,0,0,2012-11-24,0.794009262674955,14.371024556616973,2.986861748210881,5.133387806140904,4.2387513617486965,3.95454099006499,4.811746072706916,1,7,6,12,3,0,0,1,1,0,0,1,2,True,0
9736,3.426229737005144,Graduation,Married,1.9479302324174794,1,1,2012-12-24,1.760629234627074,5.9793761182775205,1.7425488393826745,3.1437176434545693,1.1088347026875487,2.528584624990423,1.7682518213114933,3,3,0,3,8,0,0,0,0,0,0,0,0,False,2
4939,0.5139344605507858,Graduation,Together,1.7493501065304535,0,0,2012-08-31,0.6904428371086565,6.9941776008672365,1.7425488393826745,3.88648851881691,5.2352684023692175,2.4605109640920295,4.113463018975927,2,4,1,6,7,0,0,0,0,0,0,0,0,False,0
6565,0.7709016908261503,Master,Married,3.65431128970343,0,1,2013-03-28,3.1415149088443868,14.393274864720738,4.10622577098598,6.87178134194383,0.0,2.7061524172670426,7.0772069475886346,2,11,4,9,5,0,0,0,1,0,0,0,1,True,1
2278,3.85450845413078,2n Cycle,Single,1.5576644495617544,1,0,2012-11-03,2.968904199567223,1.8840626447261644,2.7637524099582205,3.1437176434545693,3.535189363018813,3.0555445586557495,4.596274608228057,2,2,1,3,6,0,0,0,0,0,0,0,0,False,1
9360,3.597541223855387,Graduation,Married,1.714392235958654,0,0,2012-08-08,1.4154078160727457,7.048606420869428,1.079978602270818,4.613905167325855,4.40411661389686,3.4529872102600296,4.91029326770438,1,4,2,5,8,0,0,0,0,0,0,0,0,False,0
5376,3.3405739935799943,Graduation,Married,0.03481221277775008,1,0,2013-01-06,1.4499299579281786,0.741096145543833,0.6856983951273795,8.415461689257492,0.6972071693245943,0.6853646593983234,0.7215639098203996,15,0,28,0,1,0,0,0,0,0,0,0,0,False,1
1993,0.7709016908261503,PhD,Married,2.7615261173780903,0,1,2012-12-23,2.174894936892268,13.822801970480047,0.0,4.800076500068707,0.0,0.0,3.577430487816172,3,2,3,9,8,0,1,0,0,0,0,0,1,True,1
4047,1.1991804079518147,PhD,Married,3.0876539182541674,0,1,2014-01-11,0.0,11.082840410396061,0.0,4.99530269741657,3.172881186042818,3.304356975414822,1.9900215327607205,3,6,2,9,4,0,0,0,0,0,0,0,0,False,1
1409,0.9422131776764218,Graduation,Together,1.8915606661204536,0,1,2013-03-18,2.382027788024865,10.024719956261617,1.3567122948396177,3.5159674969450214,3.8058317606656495,1.8853986925584056,6.0741919624847736,7,7,1,5,8,0,0,0,0,0,0,0,0,False,1
7892,2.4840165593287225,Graduation,Single,0.8185482499582823,0,0,2013-01-02,3.0724706251335214,2.35656079276382,1.5696578915126875,3.433635680819613,2.838314744080557,2.4605109640920295,3.0840108361082033,2,2,1,3,7,0,0,0,0,0,0,0,0,False,0
2404,3.08360676330463,Graduation,Married,2.506722082988087,1,1,2013-05-27,0.13808856742173128,8.786871641987506,1.5696578915126875,3.6293631931475354,1.402597793126164,1.8853986925584056,4.6711008616600385,4,5,1,4,7,0,0,0,0,0,0,0,0,False,2
5255,3.9401641975559016,Graduation,Single,2.4251877844185206,1,0,2013-02-20,0.6559206952532236,2.1363214373037813,0.6856983951273795,1.417439890066358,1.402597793126164,5.097952997067269,8.436304810618395,0,27,0,0,1,0,0,0,0,0,0,0,0,False,1
9422,4.197131427831295,Graduation,Married,1.7784816653402862,1,0,2013-05-31,0.8975756882412534,5.1983006032234895,1.079978602270818,3.9964171076633663,3.123895467843497,2.940220493339461,2.7616919906380564,2,2,1,4,3,0,0,0,0,0,0,0,0,False,1
1966,2.141393585628208,PhD,Married,4.024427744382354,0,0,2013-11-22,3.314125618121551,12.980440823829134,4.297936068141973,7.454823679252008,3.172881186042818,3.9289115973093387,0.0,1,6,9,10,2,0,0,1,0,0,0,0,1,True,0
6864,4.197131427831295,Master,Divorced,0.44906297905357107,0,0,2014-05-22,1.173752823084716,2.7298111360867545,1.5696578915126875,2.492099279115064,1.1088347026875487,1.079147411898191,1.7682518213114933,2,3,0,3,5,0,0,0,0,0,0,0,0,False,0
3033,1.970082098777965,Master,Together,1.7911053408245472,0,0,2013-05-11,1.933239943904238,7.6774800742645475,2.7637524099582205,4.047719077844392,3.6639044432774632,2.9803769530031303,5.896210222205216,1,2,5,3,3,0,0,0,0,0,0,0,0,False,0
5710,2.569672302753844,Graduation,Together,1.8847147498001426,0,1,2012-10-10,1.0701863975184176,7.6335256414059165,0.0,1.844015290660501,1.1088347026875487,0.0,1.5030889207152098,2,2,1,4,5,0,1,0,0,0,0,0,1,True,1
7373,1.0278689211015433,PhD,Divorced,2.1790405989754857,0,2,2012-10-29,0.27617713484346257,7.306475754256697,2.464903113443064,4.925776636865641,3.6331364107026944,2.9803769530031303,4.742838159294481,6,4,1,6,6,0,0,0,0,0,0,1,0,False,2
8755,0.5139344605507858,Master,Married,3.2494797274427882,0,0,2013-02-20,0.13808856742173128,11.804900835628105,3.3650648385765103,6.804006640372466,4.98571078597579,3.95454099006499,3.7763702916569724,1,3,5,9,7,0,0,0,0,0,0,0,0,False,0
10738,0.9422131776764218,Master,Single,2.3139682688630274,1,1,2013-08-29,1.8987178020488051,5.404837717347997,0.0,3.1437176434545693,1.1088347026875487,0.6853646593983234,1.5030889207152098,1,2,0,3,7,0,0,0,0,0,0,0,0,False,2
4339,2.569672302753844,PhD,Married,3.1861671396294184,0,1,2013-12-31,1.2773192486510145,13.070873985578762,2.7637524099582205,5.449351384305013,0.0,2.1202820022528504,4.436117306785752,5,5,6,12,2,0,0,0,0,0,0,0,0,False,1
