ID,ACP1,ACP2,ACP3,ACP4,ACP5,ACP6,ACP7,ACP8,ACP9,ACP10,ACP11,ACP12,ACP13,ACP14
5524,3.7400470860049326,0.6866865547992275,0.7366459658089127,0.5318188911623758,-1.5906522118500892,-0.47151589370874597,-0.18539704386978056,2.593604284663054,0.46317836622277575,0.4249306599734685,0.43345132876917003,-0.7307400694751343,0.5923731780473194,0.0893970269284438
2174,-2.032181364581022,-0.6035521464110215,-1.3828611372811725,-0.5955075847354313,-0.8267554168217871,-0.1073294658798144,0.34729139397389086,0.14781812191761468,0.23146244823131276,-0.21521645464996836,0.10761582562339507,-0.1344995135192671,-0.31542674724202596,-0.2275538691845755
4141,1.7690178035011412,0.1353462800027873,-0.21132413808737002,-0.9818644744330963,-0.052783154005208305,0.14873150266663931,-1.0945558946325,-0.8396660784236506,-0.852866328405902,1.0860785765133982,0.6906188724759877,-0.04115598632705569,-0.07239327204443935,-0.11989778418186735
6182,-2.420381840954415,-0.7695663121560355,0.9599408103191416,-0.6282113040923933,0.5260743141815863,-0.15978339508578648,0.04757029788246283,-0.3092638797050915,-0.041558520048303606,0.13976973212663518,0.04238051628443395,0.016654820256737087,0.13482221507917963,0.32598769521965976
5324,0.003251921424341773,0.5322852776249811,0.6516543100952547,1.6812690077022532,0.4915230911471989,-1.1455378000761023,0.26815005872187425,-0.5136491971222782,-0.09735147944823089,-0.2081741910788405,0.775859227587544,-0.4321169453216031,-0.21514186113377592,-0.33274786579265103
7446,0.8312975424999584,0.6707272949578931,-0.2752138647056856,-1.2850778344287705,0.7446836930115526,-0.3133652329861758,-0.887197381234865,-0.4247920467370582,-0.3517870436016274,-0.45753802293031703,-0.6049414040316833,-0.35738252406007587,0.5488604892799096,-0.24771535400231343
965,0.6999654529078563,0.832756753649775,0.8028100665659775,-0.410723449122448,-0.2774302566643588,-0.9081111940103173,-0.5764834699844137,-0.22114415068516197,-0.2351942956058011,-0.40260128705789894,0.4950025213386121,-0.18706160976859346,0.18281521019886798,-0.13083682004005065
6177,-2.1715086430861437,-0.049228617035844954,1.2744532050424024,-0.39000952118493704,0.624129498834883,0.23685813317191437,-0.45992358208686945,0.08304073387340939,-0.21653153988943621,0.023168819965107806,0.09564775370103538,0.23419244760357125,0.13813681213844262,-0.08358028265082261
4855,-2.7819629488351327,-0.36552191294620845,0.5900595316748856,-0.9484846260118878,-0.011592997140107418,0.2515014444460037,-0.7868428058970999,0.7493006864840414,0.01330061611365755,0.12489615293280433,-0.12706886418788424,0.14478739767950347,0.18352604349603976,-0.23385597830746066
5899,-4.605683066851503,1.4245971358242497,0.21102574880885078,0.7733218580623791,-1.8433524698481047,0.2576815088040009,-1.7866606725014929,3.685716874473237,-0.7502002544157077,0.6330207764821205,-2.3195721131144524,0.7044431048677608,0.937006887911655,-1.1846102353962298
1994,-2.434912709783898,-1.1907015491116695,0.7346769190356656,-1.2139334090744007,0.5996055117119075,0.11925889223667828,-0.18354040531924437,0.1485369400202185,0.044159169172834724,-0.1086801807997124,-0.04677846547230536,-0.051339073170034735,-0.5306200535603351,-0.8204213566776083
387,-2.8810700018010262,-0.6892857637878834,0.7052316918207535,0.49792224840917104,-0.24691124727560687,0.22552291191238233,-0.4116032315377651,0.47515494881704795,-0.4684610769651333,0.16911266363729976,-0.34822006166764446,0.04746005617020175,0.6174075082755679,0.689159715765862
2125,3.1386129756016503,-2.0368378072856856,-0.17617476337743204,1.176880464142436,-1.750494134004761,-1.5536536962312621,-0.3025209567787662,0.0030102168141088958,0.5250545058924941,1.7291162499033512,0.19867523662932632,0.35114485081703034,-0.0021557785294833115,0.25833651470207014
8180,-0.8710339661262269,1.0586708603072226,-1.4723139032428347,-0.16333442034889595,-0.36524888790635074,-0.020379161581685176,-0.5604097630163142,-0.11882628709210942,0.10082584655783033,-0.10572919338528804,0.5100314108750361,0.16327603359313633,-0.2189401771768712,-0.32671352519111413
2569,-2.9457782141281443,-1.08551271902566,1.3252897947496087,-0.13783779564385445,0.46685552149517917,0.04610447685944985,-0.24578053437436956,0.35179520256271163,-0.38365881435904914,0.10782719654784849,-0.41630934596249997,-0.004733982695517336,0.3367778684683684,0.24757407348986116
